100.9,1.5623,11786,579,-14.392
109.87,1.5608,1505.8,736.97,-23.059
113.34,1.5651,4542.4,460.29,-17.434
101.64,1.5689,6000.9,302.31,-16.046
106.57,1.565,13038,621.97,-14.133
104.2,1.5644,6589.4,255.8,-15.814
114.78,1.5654,3978.2,539.42,-18.254
109.13,1.5613,9166,464.73,-15.004
103.81,1.5614,7451.4,326.66,-15.467
101.99,1.5693,13529,643.34,-14.053
108.18,1.5665,14053,656.08,-13.988
112.42,1.5628,12359,598.04,-14.262
112.56,1.5693,10779,544.76,-14.622
112.5,1.5606,11277,562.37,-14.508
103.06,1.5649,13546,641.01,-14.051
108.17,1.5677,1446,722.09,-22.3
113.12,1.5636,5370.7,245.63,-16.633
101.82,1.5643,562.86,756.31,-23.012
112.85,1.5656,12507,603.33,-14.232
113.5,1.5696,7857.8,358.31,-15.345
